Plantname,Category,Unit,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Wiki link,Evidence (Source text/Sentence)
Tabernaemontana_divaricata,Shrub,ft,5.0,6.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Tabernaemontana_divaricata,Vinca alba Noronha == Description == The plant generally grows to a height of 5–6 foot ( 1.5–1.8 m ) and is dichotomously branched .
Tabernaemontana_divaricata,Shrub,m,1.5,1.8,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Tabernaemontana_divaricata,Vinca alba Noronha == Description == The plant generally grows to a height of 5–6 foot ( 1.5–1.8 m ) and is dichotomously branched .
Teucrium_fruticans,Shrub,ft,3.0,13.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Teucrium_fruticans,"Growing to 1 m ( 3 ft ) tall by 4 m ( 13 ft ) wide , it is a spreading evergreen shrub with arching velvety white shoot , glossy aromatic leaf and pale blue flower in summer ."
Teucrium_fruticans,Shrub,m,1.0,4.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Teucrium_fruticans,"Growing to 1 m ( 3 ft ) tall by 4 m ( 13 ft ) wide , it is a spreading evergreen shrub with arching velvety white shoot , glossy aromatic leaf and pale blue flower in summer ."
Thelypteris_kunthii,Fern,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Thelypteris_kunthii,x
Tulbaghia_violacea,Perennial,in,10.0,24.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Tulbaghia_violacea,"Tulbaghia violacea , also known a society garlic , is a specie of flowering plant in the family Amaryllidaceae , indigenous to southern Africa ( KwaZulu-Natal and Cape Province ) , and reportedly naturalized in Tanzania and Mexico.Growing to 60 cm ( 24 in ) tall by 25 cm ( 10 in ) wide , it is a clump-forming perennial with narrow leaf and large cluster of fragrant , violet flower from midsummer to autumn ( fall ) ."
Tulbaghia_violacea,Perennial,cm,25.0,60.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Tulbaghia_violacea,"Tulbaghia violacea , also known a society garlic , is a specie of flowering plant in the family Amaryllidaceae , indigenous to southern Africa ( KwaZulu-Natal and Cape Province ) , and reportedly naturalized in Tanzania and Mexico.Growing to 60 cm ( 24 in ) tall by 25 cm ( 10 in ) wide , it is a clump-forming perennial with narrow leaf and large cluster of fragrant , violet flower from midsummer to autumn ( fall ) ."
Ulmus_crassifolia,Tree,m,24.0,27.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ulmus_crassifolia,== Description == The cedar elm is a medium to large deciduous tree growing to 24–27 m tall with a rounded crown .
Ulmus_parvifolia,Tree,ft,33.0,49.0,59.0,66.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ulmus_parvifolia,"== Description == A small to medium deciduous , semi-deciduous ( rarely semi-evergreen ) tree growing to 10–18 m ( 33–59 ft ) tall and 15–20 m ( 49–66 ft ) wide with a slender trunk and crown ."
Ulmus_parvifolia,Tree,m,10.0,15.0,18.0,20.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ulmus_parvifolia,"== Description == A small to medium deciduous , semi-deciduous ( rarely semi-evergreen ) tree growing to 10–18 m ( 33–59 ft ) tall and 15–20 m ( 49–66 ft ) wide with a slender trunk and crown ."
Viburnum_rufidulum,Shrub,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Viburnum_rufidulum,x
Vitex_agnus-castus,Tree,ft,3.0,16.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Vitex_agnus-castus,It grows to a height of 1–5 m ( 3–16 ft ) .
Vitex_agnus-castus,Tree,m,1.0,5.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Vitex_agnus-castus,It grows to a height of 1–5 m ( 3–16 ft ) .
Washingtonia_robusta,House Plant,ft,82.0,98.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Washingtonia_robusta,"It is reportedly naturalized in Florida , California , Hawaii , Texas , part of the Canary Islands , Italy , Lebanon , Spain , and Réunion , == Description == Washingtonia robusta grows to 25 m ( 82 ft ) tall , rarely up to 30 m ( 98 ft ) ."
Washingtonia_robusta,House Plant,m,25.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Washingtonia_robusta,"It is reportedly naturalized in Florida , California , Hawaii , Texas , part of the Canary Islands , Italy , Lebanon , Spain , and Réunion , == Description == Washingtonia robusta grows to 25 m ( 82 ft ) tall , rarely up to 30 m ( 98 ft ) ."
Wedelia_acapulcensis,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Wedelia_acapulcensis,x
Wisteria_sinensis,Vine,ft,66.0,98.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Wisteria_sinensis,"Growing 20–30 m ( 66–98 ft ) tall , it is a deciduous vine ."
Wisteria_sinensis,Vine,m,20.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Wisteria_sinensis,"Growing 20–30 m ( 66–98 ft ) tall , it is a deciduous vine ."
Yucca_aloifolia,Shrub,in,3.0,5.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_aloifolia,"== Description == Yucca aloifolia ha an erect trunk , 3–5 in ( 7.6–12.7 cm ) in diameter , reaching up to 5–20 ft ( 1.5–6.1 m ) tall before it becomes top heavy and topples over ."
Yucca_aloifolia,Shrub,cm,7.6,12.7,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_aloifolia,"== Description == Yucca aloifolia ha an erect trunk , 3–5 in ( 7.6–12.7 cm ) in diameter , reaching up to 5–20 ft ( 1.5–6.1 m ) tall before it becomes top heavy and topples over ."
Yucca_aloifolia,Shrub,ft,5.0,20.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_aloifolia,"== Description == Yucca aloifolia ha an erect trunk , 3–5 in ( 7.6–12.7 cm ) in diameter , reaching up to 5–20 ft ( 1.5–6.1 m ) tall before it becomes top heavy and topples over ."
Yucca_aloifolia,Shrub,m,1.5,6.1,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_aloifolia,"== Description == Yucca aloifolia ha an erect trunk , 3–5 in ( 7.6–12.7 cm ) in diameter , reaching up to 5–20 ft ( 1.5–6.1 m ) tall before it becomes top heavy and topples over ."
Yucca_baccata,Shrub,m,1.0,1.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_baccata,"The flower stalk is not especially tall , typically 1–1.5 meter ."
Yucca_brevifolia,Tree,cm,4.0,7.0,30.0,30.0,38.0,55.0,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_brevifolia,"Flowers typically appear from February to late April , in panicle 30–55 cm tall and 30–38 cm broad , the individual flower erect , 4–7 cm tall , with six creamy white to green tepal ."
Yucca_brevifolia,Tree,cm,4.0,7.0,30.0,30.0,38.0,55.0,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_brevifolia,"Flowers typically appear from February to late April , in panicle 30–55 cm tall and 30–38 cm broad , the individual flower erect , 4–7 cm tall , with six creamy white to green tepal ."
Yucca_brevifolia,Tree,cm,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_brevifolia,The fused pistil are 3 cm tall and the stigma cavity is surrounded by lobe .
Yucca_brevifolia,Tree,m,1.0,2.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_brevifolia,These smaller plant grow 2.5 m tall and branch when about 1 m tall .
Yucca_brevifolia,Tree,m,1.0,2.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_brevifolia,These smaller plant grow 2.5 m tall and branch when about 1 m tall .
Yucca_elata,Shrub,m,1.2,4.5,4.5,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_elata,"== Description == This plant grows from 1.2-4.5 m tall , with a sparsely branched trunk ."
Yucca_filamentosa,Shrub,ft,9.8,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_filamentosa,"Growing to 3 m ( 9.8 ft ) tall , it is an evergreen shrub valued in horticulture for it architectural quality ."
Yucca_filamentosa,Shrub,m,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_filamentosa,"Growing to 3 m ( 9.8 ft ) tall , it is an evergreen shrub valued in horticulture for it architectural quality ."
Yucca_filamentosa,Shrub,ft,10.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_filamentosa,Flower stem up to 3 m ( 10 ft ) tall bear mass of pendulous cream flower in early summer .
Yucca_filamentosa,Shrub,m,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_filamentosa,Flower stem up to 3 m ( 10 ft ) tall bear mass of pendulous cream flower in early summer .
Yucca_glauca,Shrub,cm,100.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Yucca_glauca,"Inflorescence is up to 100 cm tall , sometimes branched sometimes not ."
Maize,Vegetable,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Maize,x
Zephyranthes_candida,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Zephyranthes_candida,x
Zoysia_matrella,Grass (Lawn),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Zoysia_matrella,x
Zoysia_tenuifolia,Ground Cover,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Zoysia_tenuifolia,x
Abies_balsamea,Tree,ft,46.0,66.0,89.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"== Description == Balsam fir is a small to medium-size evergreen tree typically 14–20 metre ( 46–66 ft ) tall , occasionally reaching a height of 27 metre ( 89 ft ) ."
Abies_balsamea,Tree,m,14.0,20.0,27.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"== Description == Balsam fir is a small to medium-size evergreen tree typically 14–20 metre ( 46–66 ft ) tall , occasionally reaching a height of 27 metre ( 89 ft ) ."
Abies_balsamea,Tree,ft,46.0,66.0,89.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"== Description == Balsam fir is a small to medium-size evergreen tree typically 14–20 metre ( 46–66 ft ) tall , occasionally reaching a height of 27 metre ( 89 ft ) ."
Abies_balsamea,Tree,m,14.0,20.0,27.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"== Description == Balsam fir is a small to medium-size evergreen tree typically 14–20 metre ( 46–66 ft ) tall , occasionally reaching a height of 27 metre ( 89 ft ) ."
Abies_balsamea,Tree,ft,3.3,4.9,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"The dwarf cultivar A. balsamea 'Hudson ’ ( Hudson fir ) , grows to only 1 m ( 3.3 ft ) tall by 1.5 m ( 4.9 ft ) broad , and ha distinctive blue-green foliage with pale underside ."
Abies_balsamea,Tree,m,1.0,1.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_balsamea,"The dwarf cultivar A. balsamea 'Hudson ’ ( Hudson fir ) , grows to only 1 m ( 3.3 ft ) tall by 1.5 m ( 4.9 ft ) broad , and ha distinctive blue-green foliage with pale underside ."
Abies_concolor,Tree,in,183.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,ft,246.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,m,4.6,74.9,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,in,183.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,ft,246.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,m,4.6,74.9,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"== Description == === Size === This large evergreen coniferous tree grows best in the central Sierra Nevada of California , where the record specimen wa recorded a 74.9 m ( 246 ft ) tall and measured 4.6 m ( 183 in ) in diameter at breast height ( dbh ) in Yosemite National Park ."
Abies_concolor,Tree,ft,8.9,80.0,195.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,The typical size of white fir range from 25–60 m ( 80–195 ft ) tall and up to 2.7 m dbh ( 8.9 ft ) .
Abies_concolor,Tree,m,2.7,25.0,60.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,The typical size of white fir range from 25–60 m ( 80–195 ft ) tall and up to 2.7 m dbh ( 8.9 ft ) .
Abies_concolor,Tree,ft,3.0,125.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"The largest specimen are found in the central Sierra Nevada , where the largest diameter recorded wa found in Sierra National Forest at 58.5 x 8.5 m ( 192′ x 27′ 11″ ) ( 1972 ) .Rocky mountain white fir rarely exceed 38 m ( 125 ft ) tall or 0.9 m ( 3 ft ) dbh ."
Abies_concolor,Tree,m,0.9,8.5,8.5,38.0,58.5,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"The largest specimen are found in the central Sierra Nevada , where the largest diameter recorded wa found in Sierra National Forest at 58.5 x 8.5 m ( 192′ x 27′ 11″ ) ( 1972 ) .Rocky mountain white fir rarely exceed 38 m ( 125 ft ) tall or 0.9 m ( 3 ft ) dbh ."
Abies_concolor,Tree,in,39.0,49.0,65.0,65.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,cm,99.0,124.0,165.0,165.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,ft,131.0,134.0,195.0,195.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,m,40.0,41.0,60.0,60.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,in,39.0,49.0,65.0,65.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,cm,99.0,124.0,165.0,165.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,ft,131.0,134.0,195.0,195.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,m,40.0,41.0,60.0,60.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"Large but not huge tree , in good soil , range from 40 to 60 m ( 131 to 195 ft ) tall and from 99 to 165 cm ( 39 to 65 in ) dbh in California and southwestern Oregon and to 41 m ( 134 ft ) tall and 124 cm ( 49 in ) dbh in Arizona and New Mexico ."
Abies_concolor,Tree,ft,80.0,115.0,150.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"A smaller tree to 25–35 m ( 80–115 ft ) tall , rarely 45 m ( 150 ft ) ."
Abies_concolor,Tree,m,25.0,35.0,45.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"A smaller tree to 25–35 m ( 80–115 ft ) tall , rarely 45 m ( 150 ft ) ."
Abies_concolor,Tree,ft,130.0,195.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,A larger tree to 40–60 m ( 130–195 ft ) tall .
Abies_concolor,Tree,m,40.0,60.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,A larger tree to 40–60 m ( 130–195 ft ) tall .
Abies_concolor,Tree,ft,8.2,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"The dwarf cultivar 'Compacta ' , growing to a maximum height and spread of 2.5 m ( 8.2 ft ) , ha gained the Royal Horticultural Society 's Award of Garden Merit ."
Abies_concolor,Tree,m,2.5,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_concolor,"The dwarf cultivar 'Compacta ' , growing to a maximum height and spread of 2.5 m ( 8.2 ft ) , ha gained the Royal Horticultural Society 's Award of Garden Merit ."
Abies_firma,Tree,in,6.0,7.0,7.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_firma,"Abies firma , the momus fir , is a specie of fir native to central and southern Japan , growing at low to moderate altitude of 50–1600 m. Abies firma is a medium-sized to large evergreen coniferous tree growing to 50 metre ( 160 ft ) tall and 2 metre ( 6 ft 7 in ) in trunk diameter , with a broad conical crown of straight branch rising at an angle of about 20° above horizontal ."
Abies_firma,Tree,ft,6.0,6.0,7.0,160.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_firma,"Abies firma , the momus fir , is a specie of fir native to central and southern Japan , growing at low to moderate altitude of 50–1600 m. Abies firma is a medium-sized to large evergreen coniferous tree growing to 50 metre ( 160 ft ) tall and 2 metre ( 6 ft 7 in ) in trunk diameter , with a broad conical crown of straight branch rising at an angle of about 20° above horizontal ."
Abies_firma,Tree,m,2.0,50.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Abies_firma,"Abies firma , the momus fir , is a specie of fir native to central and southern Japan , growing at low to moderate altitude of 50–1600 m. Abies firma is a medium-sized to large evergreen coniferous tree growing to 50 metre ( 160 ft ) tall and 2 metre ( 6 ft 7 in ) in trunk diameter , with a broad conical crown of straight branch rising at an angle of about 20° above horizontal ."
