Wiki link,common_name,botanical_name,status,common name worked,botanical name worked,both worked,search result url,missouribotanicalgarden url,page data
https://en.wikipedia.org/wiki/Encelia_farinosa,Brittle Bush,Encelia Farinosa,,,,,,,
https://en.wikipedia.org/wiki/Epidendrum_ibaguense,Reed Orchid,Epidendrum Ibaguense,,,,,,,
https://en.wikipedia.org/wiki/Equisetum_hyemale,Horsetail Reed,Equisetum Hyemale,,,,,,,
https://en.wikipedia.org/wiki/Equisetum_scirpoides,Dwarf Horsetail Reed,Equisetum Scirpoides,,,,,,,
https://en.wikipedia.org/wiki/Eragrostis_elliottii,Blue Love Grass,Eragrostis Elliottii,,,,,,,
https://en.wikipedia.org/wiki/Eragrostis_spectabilis,Purple Love Grass,Eragrostis Spectabilis,,,,,,,
https://en.wikipedia.org/wiki/Eragrostis_trichodes,Love Grass,Eragrostis Trichodes,,,,,,,
https://en.wikipedia.org/wiki/Erigeron_karvinskianus,Daisy Fleabane,Erigeron Karvinskianus,,,,,,,
https://en.wikipedia.org/wiki/Eriobotrya_japonica,Japanese Loquat,Eriobotrya Japonica,,,,,,,
https://en.wikipedia.org/wiki/Eruca_vesicaria,Arugula,Eruca Vesicaria,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_brockwayi,Dundas Mahogany,Eucalyptus Brockwayi,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_caesia,Silver Princess,Eucalyptus Caesia,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_calycogona,Gooseberry Mallee,Eucalyptus Calycogona,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_campaspe,Silver Gimlet,Eucalyptus Campaspe,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_cladocalyx,Sugar Gum Eucalyptus,Eucalyptus Cladocalyx,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_deglupta,Rainbow Eucalyptus,Eucalyptus Deglupta,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_dumosa,White Mallee,Eucalyptus Dumosa,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_erythrocorys,Red Cap Gum,Eucalyptus Erythrocorys,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_gillii,Curly Mallee,Eucalyptus Gillii,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_gunnii,Cider Gum,Eucalyptus Gunnii,,,,,,,
https://en.wikipedia.org/wiki/Eucalyptus_kruseana,Kruses's Bookleaf Mallee,Eucalyptus Kruseana,,,,,,,
