Wiki link,common_name,botanical_name,status,common name worked,botanical name worked,both worked,search result url,missouribotanicalgarden url,page data
https://en.wikipedia.org/wiki/Baccharis_pilularis,Dwarf Coyote Bush,Baccharis Pilularis,,,,,,,
https://en.wikipedia.org/wiki/Baileya_multiradiata,Desert Marigold,Baileya Multiradiata,,,,,,,
https://en.wikipedia.org/wiki/Bambusa_multiplex,Hedge Bamboo,Bambusa Multiplex,,,,,,,
https://en.wikipedia.org/wiki/Bambusa_oldhamii,Oldham's Bamboo,Bambusa Oldhamii,,,,,,,
https://en.wikipedia.org/wiki/Baptisia_alba,White False Indigo,Baptisia Alba,,,,,,,
https://en.wikipedia.org/wiki/Baptisia_australis,False Indigo,Baptisia Australis,,,,,,,
https://en.wikipedia.org/wiki/Baptisia_sphaerocarpa,Yellow Baptisia,Baptisia Sphaerocarpa,,,,,,,
https://en.wikipedia.org/wiki/Barleria_cristata,Barleria,Barleria Cristata,,,,,,,
https://en.wikipedia.org/wiki/Bauhinia_lunarioides,Anacacho Orchid Tree,Bauhinia Lunarioides,,,,,,,
https://en.wikipedia.org/wiki/Bauhinia_purpurea,Orchid Tree,Bauhinia Purpurea,,,,,,,
https://en.wikipedia.org/wiki/Beaucarnea_recurvata,Ponytail Palm,Beaucarnea Recurvata,,,,,,,
https://en.wikipedia.org/wiki/Bellis_perennis,English Daisy,Bellis Perennis,,,,,,,
https://en.wikipedia.org/wiki/Beta_vulgaris,Ornamental Swiss Chard,Beta Vulgaris,,,,,,,
https://en.wikipedia.org/wiki/Betula_nigra,Clump River Birch,Betula Nigra,,,,,,,
https://en.wikipedia.org/wiki/Betula_papyrifera,Paper Birch,Betula Papyrifera,,,,,,,
https://en.wikipedia.org/wiki/Betula_pendula,Single Trunk European White Birch,Betula Pendula,,,,,,,
https://en.wikipedia.org/wiki/Bidens_ferulifolia,Bidens,Bidens Ferulifolia,,,,,,,
https://en.wikipedia.org/wiki/Blechnum_spicant,Deer Fern,Blechnum Spicant,,,,,,,
https://en.wikipedia.org/wiki/Boltonia_asteroides var. latisquama,Snowbank Boltonia,Boltonia Asteroides var. latisquama,,,,,,,
https://en.wikipedia.org/wiki/Borrichia_frutescens,Sea Oxeye,Borrichia Frutescens,,,,,,,
https://en.wikipedia.org/wiki/Bougainvillea_glabra,Bougainvillea,Bougainvillea Glabra,,,,,,,
https://en.wikipedia.org/wiki/Bouteloua_curtipendula,Sideoats Grass,Bouteloua Curtipendula,,,,,,,
https://en.wikipedia.org/wiki/Bouteloua_gracilis,Blue Grama,Bouteloua Gracilis,,,,,,,
https://en.wikipedia.org/wiki/Bouvardia_ternifolia,Scarlet Bouvardia,Bouvardia Ternifolia,,,,,,,
https://en.wikipedia.org/wiki/Bracteantha_bracteata,Strawflower,Bracteantha Bracteata,,,,,,,
https://en.wikipedia.org/wiki/Brassica_juncea,Oriental Mustard,Brassica Juncea,,,,,,,
https://en.wikipedia.org/wiki/Brassica_oleracea,Ornamental Kale,Brassica Oleracea,,,,,,,
https://en.wikipedia.org/wiki/Breynia_disticha,Snow on the Mountain,Breynia Disticha,,,,,,,
https://en.wikipedia.org/wiki/Briza_maxima,Big Quaking Grass,Briza Maxima,,,,,,,
https://en.wikipedia.org/wiki/Briza_media,Quaking Grass,Briza Media,,,,,,,
https://en.wikipedia.org/wiki/Brunnera_macrophylla,Siberian Bugloss,Brunnera Macrophylla,,,,,,,
https://en.wikipedia.org/wiki/Bucida_buceras,Shady Lady Black Olive,Bucida Buceras,,,,,,,
https://en.wikipedia.org/wiki/Bulnesia_arborea,Verawood,Bulnesia Arborea,,,,,,,
https://en.wikipedia.org/wiki/Bursera_simaruba,Gumbo Limbo,Bursera Simaruba,,,,,,,
https://en.wikipedia.org/wiki/Butia_capitata,Butia Palm,Butia Capitata,,,,,,,
https://en.wikipedia.org/wiki/Buxus_harlandii,Harland Boxwood,Buxus Harlandii,,,,,,,
https://en.wikipedia.org/wiki/Caesalpinia_gilliesii,Bird of Paradise Bush,Caesalpinia Gilliesii,,,,,,,
https://en.wikipedia.org/wiki/Caesalpinia_mexicana,Mexican Bird of Paradise,Caesalpinia Mexicana,,,,,,,
https://en.wikipedia.org/wiki/Caesalpinia_pulcherrima,Pride of Barbados,Caesalpinia Pulcherrima,,,,,,,
https://en.wikipedia.org/wiki/Calamagrostis_foliosa,Cape Mendocino Reed Grass,Calamagrostis Foliosa,,,,,,,
https://en.wikipedia.org/wiki/Calamintha_nepeta,Calamint,Calamintha Nepeta,,,,,,,
https://en.wikipedia.org/wiki/Calendula_officinalis,Calendula,Calendula Officinalis,,,,,,,
https://en.wikipedia.org/wiki/Calliandra_californica,Baja Fairy Duster,Calliandra Californica,,,,,,,
https://en.wikipedia.org/wiki/Calliandra_eriophylla,Mock Mesquite,Calliandra Eriophylla,,,,,,,
https://en.wikipedia.org/wiki/Calliandra_haematocephala,Dwarf Pink Powder Puff,Calliandra Haematocephala,,,,,,,
https://en.wikipedia.org/wiki/Callirhoe_involucrata,Wine Cup,Callirhoe Involucrata,,,,,,,
https://en.wikipedia.org/wiki/Callisia_repens,Bolivian Jew,Callisia Repens,,,,,,,
https://en.wikipedia.org/wiki/Callistemon_citrinus,Bottlebrush,Callistemon Citrinus,,,,,,,
https://en.wikipedia.org/wiki/Callistemon_sieberi,Alpine Bottlebrush,Callistemon Sieberi,,,,,,,
https://en.wikipedia.org/wiki/Callistemon_viminalis,Weeping Bottlebrush,Callistemon Viminalis,,,,,,,
https://en.wikipedia.org/wiki/Callistephus_chinensis,Aster,Callistephus Chinensis,,,,,,,
https://en.wikipedia.org/wiki/Calluna_vulgaris,Heather,Calluna Vulgaris,,,,,,,
https://en.wikipedia.org/wiki/Calocedrus_decurrens,Incense Cedar,Calocedrus Decurrens,,,,,,,
https://en.wikipedia.org/wiki/Caltha_palustris,Marsh Marigold,Caltha Palustris,,,,,,,
https://en.wikipedia.org/wiki/Calycanthus_floridus,Sweet Shrub,Calycanthus Floridus,,,,,,,
https://en.wikipedia.org/wiki/Camassia_quamash,Small Camas,Camassia Quamash,,,,,,,
https://en.wikipedia.org/wiki/Camellia_japonica,Camellia,Camellia Japonica,,,,,,,
https://en.wikipedia.org/wiki/Camellia_sasanqua,Sasanqua Camellia,Camellia Sasanqua,,,,,,,
https://en.wikipedia.org/wiki/Camellia_sinensis,Tea Plant,Camellia Sinensis,,,,,,,
https://en.wikipedia.org/wiki/Campanula_carpatica,Carpathian Bellflower,Campanula Carpatica,,,,,,,
https://en.wikipedia.org/wiki/Campanula_garganica,Adriatic Bellflower,Campanula Garganica,,,,,,,
https://en.wikipedia.org/wiki/Campanula_medium,Canterbury Bells,Campanula Medium,,,,,,,
https://en.wikipedia.org/wiki/Campanula_poscharskyana,Serbian Bellflower,Campanula Poscharskyana,,,,,,,
https://en.wikipedia.org/wiki/Campanula_rotundifolia,Bluebells Bellflower,Campanula Rotundifolia,,,,,,,
https://en.wikipedia.org/wiki/Campsis_radicans,Trumpet Vine,Campsis Radicans,,,,,,,
https://en.wikipedia.org/wiki/Canna_flaccida,Golden Canna Lily,Canna Flaccida,,,,,,,
