Botanical Name,Expected Common Name,Wikipedia Page link,Image urls
Arisaema serratum,Arisaema serratum,https://en.wikipedia.org/wiki/Arisaema_serratum,https://upload.wikimedia.org/wikipedia/commons/2/2e/Arisaema_serratum.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Arisaema sikokianum,Arisaema sikokianum,https://en.wikipedia.org/wiki/Arisaema_sikokianum,https://upload.wikimedia.org/wikipedia/commons/f/f4/Arisaema_triphyllum_fruit.jpg https://upload.wikimedia.org/wikipedia/commons/4/4b/Japanese_Jack-in-the-Pulpit_Arisaema_sikokianum_2000px.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Arisaema ternatipartitum,Arisaema,https://en.wikipedia.org/wiki/Arisaema,https://upload.wikimedia.org/wikipedia/commons/6/63/Arisaema_distribution.svg https://upload.wikimedia.org/wikipedia/commons/8/83/Arisaema_triphyllum.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/1/17/Whipcord_Cobra_Lily.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Arisaema thunbergii,Arisaema thunbergii,https://en.wikipedia.org/wiki/Arisaema_thunbergii,https://upload.wikimedia.org/wikipedia/commons/4/42/Arisaema_thunbergii_ssp._urashima-IMG_6580.JPG https://upload.wikimedia.org/wikipedia/commons/f/f4/Arisaema_triphyllum_fruit.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Arisarum proboscideum,Arisarum,https://en.wikipedia.org/wiki/Arisarum,https://upload.wikimedia.org/wikipedia/commons/f/f4/Arisaema_triphyllum_fruit.jpg https://upload.wikimedia.org/wikipedia/commons/9/95/Arisarum_proboscideum_02_detail.jpg https://upload.wikimedia.org/wikipedia/commons/9/90/Arisarum_vulgare_Mallorca_01.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Aristolochia gigantea,Aristolochia gigantea,https://en.wikipedia.org/wiki/Aristolochia_gigantea,https://upload.wikimedia.org/wikipedia/commons/c/cc/AristolochiaGigantea.jpg https://upload.wikimedia.org/wikipedia/commons/2/25/AristolochiaGiganteaVine.jpg https://upload.wikimedia.org/wikipedia/commons/1/12/Aristolochia_gigantea-IMG_5523.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/0/02/Starr_010704-0011_Peperomia_blanda.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Aristolochia leuconeura,Aristolochia,https://en.wikipedia.org/wiki/Aristolochia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Aristolochia_acuminata_Blanco1.104.png https://upload.wikimedia.org/wikipedia/commons/d/d6/Aristolochia_chilensis_%288640786996%29_%282%29.jpg https://upload.wikimedia.org/wikipedia/commons/9/99/Aristolochia_eriantha1.jpg https://upload.wikimedia.org/wikipedia/commons/7/78/Aristolochia_gibertii.jpg https://upload.wikimedia.org/wikipedia/commons/e/ed/Aristolochia_labiata.jpg https://upload.wikimedia.org/wikipedia/commons/f/f0/Aristolochia_lindneri6.jpg https://upload.wikimedia.org/wikipedia/commons/1/13/Aristolochia_macrophylla_on_tree.jpg https://upload.wikimedia.org/wikipedia/commons/9/90/Aristolochia_maxima2.jpg https://upload.wikimedia.org/wikipedia/commons/2/2c/Aristolochia_pistolochia_flor.jpg https://upload.wikimedia.org/wikipedia/commons/f/f6/Aristolochia_pontica_2.jpg https://upload.wikimedia.org/wikipedia/commons/2/24/Aristolochia_sempervirens_Bl%C3%BCte.jpg https://upload.wikimedia.org/wikipedia/commons/f/fe/Aristolochia_sp.jpg https://upload.wikimedia.org/wikipedia/commons/a/a9/Aristolochiaceae_-_Aristolochia_littoralis.JPG https://upload.wikimedia.org/wikipedia/commons/6/6c/Aristolochic_acid.png https://upload.wikimedia.org/wikipedia/commons/2/26/Aristolochoia_arborea0.jpg https://upload.wikimedia.org/wikipedia/commons/9/9e/Black_and_yellow_butterfly_KL.jpg https://upload.wikimedia.org/wikipedia/commons/3/30/Gespensterpflanze_%28Aristolochia_grandiflora%29_%2814522217697%29.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/4/47/Starr_010420-0105_Aristolochia_littoralis.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Aristolochia manshuriensis,Aristolochia,https://en.wikipedia.org/wiki/Aristolochia,https://upload.wikimedia.org/wikipedia/commons/f/ff/Aristolochia_acuminata_Blanco1.104.png https://upload.wikimedia.org/wikipedia/commons/d/d6/Aristolochia_chilensis_%288640786996%29_%282%29.jpg https://upload.wikimedia.org/wikipedia/commons/9/99/Aristolochia_eriantha1.jpg https://upload.wikimedia.org/wikipedia/commons/7/78/Aristolochia_gibertii.jpg https://upload.wikimedia.org/wikipedia/commons/e/ed/Aristolochia_labiata.jpg https://upload.wikimedia.org/wikipedia/commons/f/f0/Aristolochia_lindneri6.jpg https://upload.wikimedia.org/wikipedia/commons/1/13/Aristolochia_macrophylla_on_tree.jpg https://upload.wikimedia.org/wikipedia/commons/9/90/Aristolochia_maxima2.jpg https://upload.wikimedia.org/wikipedia/commons/2/2c/Aristolochia_pistolochia_flor.jpg https://upload.wikimedia.org/wikipedia/commons/f/f6/Aristolochia_pontica_2.jpg https://upload.wikimedia.org/wikipedia/commons/2/24/Aristolochia_sempervirens_Bl%C3%BCte.jpg https://upload.wikimedia.org/wikipedia/commons/f/fe/Aristolochia_sp.jpg https://upload.wikimedia.org/wikipedia/commons/a/a9/Aristolochiaceae_-_Aristolochia_littoralis.JPG https://upload.wikimedia.org/wikipedia/commons/6/6c/Aristolochic_acid.png https://upload.wikimedia.org/wikipedia/commons/2/26/Aristolochoia_arborea0.jpg https://upload.wikimedia.org/wikipedia/commons/9/9e/Black_and_yellow_butterfly_KL.jpg https://upload.wikimedia.org/wikipedia/commons/3/30/Gespensterpflanze_%28Aristolochia_grandiflora%29_%2814522217697%29.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/4/47/Starr_010420-0105_Aristolochia_littoralis.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Artemisia afra,Artemisia afra,https://en.wikipedia.org/wiki/Artemisia_afra,https://upload.wikimedia.org/wikipedia/commons/c/ca/Artemisia_afra_07102003_Afrique_du_sud_3.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Artemisia capillaris,Artemisia (genus),https://en.wikipedia.org/wiki/Artemisia_(genus),https://upload.wikimedia.org/wikipedia/commons/3/34/Artemisia_abrotanum0.jpg https://upload.wikimedia.org/wikipedia/commons/1/11/Artemisia_absinthium_01.JPG https://upload.wikimedia.org/wikipedia/commons/f/fd/Artemisia_annua_West_Virginia.jpg https://upload.wikimedia.org/wikipedia/commons/1/1d/Artemisia_californica01.jpg https://upload.wikimedia.org/wikipedia/commons/7/7f/Artemisia_cina_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-165.jpg https://upload.wikimedia.org/wikipedia/commons/a/a1/Artemisia_nilagirica_W_IMG_3104.jpg https://upload.wikimedia.org/wikipedia/commons/9/91/Artemisia_pontica0.jpg https://upload.wikimedia.org/wikipedia/commons/7/73/Artemisia_pycnocephala01.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/9/9d/Starr_031001-2122_Artemisia_mauiensis.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Aruncus aethusifolius,Aruncus,https://en.wikipedia.org/wiki/Aruncus,https://upload.wikimedia.org/wikipedia/commons/5/55/Aruncus_aesthusifolius.jpg https://upload.wikimedia.org/wikipedia/commons/e/e1/Aruncus_dioicus_15105.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg
Asarina procumbens,Asarina,https://en.wikipedia.org/wiki/Asarina,https://upload.wikimedia.org/wikipedia/commons/8/80/Asarina_procumbens-IMG_1545.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Asarum europaeum,Asarum europaeum,https://en.wikipedia.org/wiki/Asarum_europaeum,https://upload.wikimedia.org/wikipedia/commons/2/26/Asarum_europaeum20100610_226.jpg https://upload.wikimedia.org/wikipedia/commons/c/c3/Asarum_europaeum_170406.jpg https://upload.wikimedia.org/wikipedia/commons/d/d8/Asarum_europaeum_in_early_June.JPG https://upload.wikimedia.org/wikipedia/commons/2/26/European_Wildginger_Asarum_eropaeum_1976px.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Asarum shuttleworthii,not found,not found,not found
Asparagus retrofractus,Asparagus retrofractus,https://en.wikipedia.org/wiki/Asparagus_retrofractus,https://upload.wikimedia.org/wikipedia/commons/2/26/Asparagus_Retrofractus.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/d9/Zephyranthes_candida_Osaka.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Asperula gussonii,Asperula gussonei,https://en.wikipedia.org/wiki/Asperula_gussonei,https://upload.wikimedia.org/wikipedia/commons/6/6f/Asperula_gussonii_2.JPG https://upload.wikimedia.org/wikipedia/commons/f/f8/Egyptian_starcluster-KayEss-1.jpeg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Asphodeline lutea,Asphodeline lutea,https://en.wikipedia.org/wiki/Asphodeline_lutea,https://upload.wikimedia.org/wikipedia/commons/8/80/Asphodeline_lutea0.jpg https://upload.wikimedia.org/wikipedia/commons/2/28/Asphodeline_lutea_001.JPG https://upload.wikimedia.org/wikipedia/commons/f/f0/Asphodeline_lutea_MHNT.BOT.2015.34.65.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/d9/Zephyranthes_candida_Osaka.jpg
Asteriscus maritimus,Pallenis maritima,https://en.wikipedia.org/wiki/Pallenis_maritima,https://upload.wikimedia.org/wikipedia/commons/f/fe/Asteriscus_maritimus_flowers.jpg https://upload.wikimedia.org/wikipedia/commons/8/87/Galinsoga.ciliata.1.jpg
Astilbe chinensis,Astilbe chinensis,https://en.wikipedia.org/wiki/Astilbe_chinensis,https://upload.wikimedia.org/wikipedia/commons/0/01/Astilbe_chinensis_BotGardBln07122011B.JPG https://upload.wikimedia.org/wikipedia/commons/e/ed/Astilbe_chinensis_davidii_0zz.jpg https://upload.wikimedia.org/wikipedia/commons/3/32/Astilbe_rubra_kz2.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/f/f1/Astilbe_rubra-IMG_6102.jpg
Astilbe simplicifolia,Astilbe,https://en.wikipedia.org/wiki/Astilbe,https://upload.wikimedia.org/wikipedia/commons/e/e8/Astilbe_arendsii1.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg
Astilboides tabularis,Astilboides,https://en.wikipedia.org/wiki/Astilboides,https://upload.wikimedia.org/wikipedia/commons/a/ac/Astilboides_tabularis.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Athyrium asplenioides,Athyrium asplenioides,https://en.wikipedia.org/wiki/Athyrium_asplenioides,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/9/97/Silver-fern.jpg
Athyrium niponicum,Athyrium niponicum,https://en.wikipedia.org/wiki/Athyrium_niponicum,https://upload.wikimedia.org/wikipedia/commons/0/01/Japanese_Painted_Fern_Athyrium_nipponicum_%27Pictum%27_Leaf_1500px.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Athyrium otophorum,Athyrium otophorum,https://en.wikipedia.org/wiki/Athyrium_otophorum,https://upload.wikimedia.org/wikipedia/commons/c/c1/Athyrium_otophorum_-_Flickr_-_peganum.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/9/97/Silver-fern.jpg
Athyrium thelypterioides,Deparia acrostichoides,https://en.wikipedia.org/wiki/Deparia_acrostichoides,https://upload.wikimedia.org/wikipedia/commons/9/9e/DEAC4.png https://upload.wikimedia.org/wikipedia/commons/3/35/Deparia_acrostichoides.jpg https://upload.wikimedia.org/wikipedia/commons/c/c7/Deparia_acrostichoides02.jpg https://upload.wikimedia.org/wikipedia/commons/5/59/Deparia_acrostichoides_%2812840222535%29.jpg https://upload.wikimedia.org/wikipedia/commons/4/4f/Deparia_acrostichoides_9.jpg https://upload.wikimedia.org/wikipedia/commons/2/21/Gjk-deparia_thelypterioides.gif https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/5/50/Status_TNC_G5.svg
Athyrium vidalii,Athyrium,https://en.wikipedia.org/wiki/Athyrium,https://upload.wikimedia.org/wikipedia/commons/e/eb/Athyrium_filix-femina0.jpg https://upload.wikimedia.org/wikipedia/commons/d/dc/Illustration_Athyrium_filix-femina0.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/9/97/Silver-fern.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Atropa belladonna,Atropa belladonna,https://en.wikipedia.org/wiki/Atropa_belladonna,https://upload.wikimedia.org/wikipedia/commons/8/8b/1belladonna.jpg https://upload.wikimedia.org/wikipedia/commons/e/e1/A_belladonna_plaster%2C_Hunterian_Museum%2C_Glasgow.jpg https://upload.wikimedia.org/wikipedia/commons/7/77/Atropa_Bella-donna2.jpg https://upload.wikimedia.org/wikipedia/commons/7/79/Atropa_bella-donna1.jpg https://upload.wikimedia.org/wikipedia/commons/b/b7/Atropa_belladonna_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-018.jpg https://upload.wikimedia.org/wikipedia/commons/a/ab/Belladonna_cultivation_Hand_book_of_pharmacy_and_therapeutics_b1007511_005_tif_5x21tg304.tiff https://upload.wikimedia.org/wikipedia/commons/6/69/IMG_8017_Atropa_belladonna_L._Heart_of_Single_Flower.jpg https://upload.wikimedia.org/wikipedia/commons/0/02/IMG_8023_Atropa_belladonna_L._Single_fruit.jpg https://upload.wikimedia.org/wikipedia/commons/e/ea/IMG_8028_Atropa_belladonna_L._Single_flower_in_profile.jpg https://upload.wikimedia.org/wikipedia/commons/f/f0/IMG_8052_Atropa_belladonna_L._Single_flower_Exterior_%26_Interior.jpg https://upload.wikimedia.org/wikipedia/commons/b/bf/IMG_8073_Atropa_belladonna_L._Back_of_Calyxj.jpg https://upload.wikimedia.org/wikipedia/commons/b/b7/Atropa_belladonna_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-018.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Azara microphylla,Azara microphylla,https://en.wikipedia.org/wiki/Azara_microphylla,https://upload.wikimedia.org/wikipedia/commons/3/31/Azara_microphylla_1.jpg https://upload.wikimedia.org/wikipedia/commons/1/19/Salix-catkins.JPG
Azara serrata,Azara serrata,https://en.wikipedia.org/wiki/Azara_serrata,https://upload.wikimedia.org/wikipedia/commons/c/cf/Azara_serrata_fruit_001.jpg https://upload.wikimedia.org/wikipedia/commons/1/19/Salix-catkins.JPG
Bambusa ventricosa,Bambusa ventricosa,https://en.wikipedia.org/wiki/Bambusa_ventricosa,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bambusa_ventricosa.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/f/f0/%E0%B4%AE%E0%B5%81%E0%B4%B3%E0%B4%AF%E0%B5%81%E0%B4%9F%E0%B5%86_%E0%B4%AE%E0%B5%81%E0%B4%95%E0%B5%81%E0%B4%B3%E0%B4%82.JPG
Beesia deltophylla,Beesia,https://en.wikipedia.org/wiki/Beesia,https://upload.wikimedia.org/wikipedia/commons/b/b3/Beesiadeltophylla.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Creeping_butercup_close_800.jpg
Begonia benariensis,Begonia,https://en.wikipedia.org/wiki/Begonia,https://upload.wikimedia.org/wikipedia/commons/9/90/Angel_Wing_Begonia.JPG https://upload.wikimedia.org/wikipedia/commons/2/2d/B._aconitifolia_JV_250x242.jpg https://upload.wikimedia.org/wikipedia/commons/6/61/BegoniaBrevirimosa.jpg https://upload.wikimedia.org/wikipedia/commons/c/ca/Begonia_%27Parviflora%27_Leaf_3000px.jpg https://upload.wikimedia.org/wikipedia/commons/5/51/Begonia_0.jpg https://upload.wikimedia.org/wikipedia/commons/0/09/Begonia_1.jpg https://upload.wikimedia.org/wikipedia/commons/a/ad/Begonia_Distribution_Map.svg https://upload.wikimedia.org/wikipedia/commons/6/6a/Begonia_blossoms_maleandfemale.jpg https://upload.wikimedia.org/wikipedia/commons/2/24/Begonia_display.jpg https://upload.wikimedia.org/wikipedia/commons/6/60/Begonia_leaf.jpg https://upload.wikimedia.org/wikipedia/commons/f/fb/Begonia_obliqua00.jpg https://upload.wikimedia.org/wikipedia/commons/a/ab/Nautilus_leaf_begonia_Surreybrooke_farm_2012-07-1.jpg https://upload.wikimedia.org/wikipedia/commons/a/ad/Petals_0016.jpg https://upload.wikimedia.org/wikipedia/commons/5/51/Plum_Paisley_Begonias.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg https://upload.wikimedia.org/wikipedia/commons/d/dd/Yellow_begonia.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg
Begonia grandis,Begonia grandis,https://en.wikipedia.org/wiki/Begonia_grandis,https://upload.wikimedia.org/wikipedia/commons/d/d3/Begonia_grandis_001.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/dc/Rouge_vif_d%27%C3%89tampes-Cucurbita_maxima-01.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Begonia masoniana,Begonia masoniana,https://en.wikipedia.org/wiki/Begonia_masoniana,https://upload.wikimedia.org/wikipedia/commons/f/f0/Begonia_masoniana-Auteuil_02.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png
Begonia rex-cultorum,Begonia,https://en.wikipedia.org/wiki/Begonia,https://upload.wikimedia.org/wikipedia/commons/9/90/Angel_Wing_Begonia.JPG https://upload.wikimedia.org/wikipedia/commons/2/2d/B._aconitifolia_JV_250x242.jpg https://upload.wikimedia.org/wikipedia/commons/6/61/BegoniaBrevirimosa.jpg https://upload.wikimedia.org/wikipedia/commons/c/ca/Begonia_%27Parviflora%27_Leaf_3000px.jpg https://upload.wikimedia.org/wikipedia/commons/5/51/Begonia_0.jpg https://upload.wikimedia.org/wikipedia/commons/0/09/Begonia_1.jpg https://upload.wikimedia.org/wikipedia/commons/a/ad/Begonia_Distribution_Map.svg https://upload.wikimedia.org/wikipedia/commons/6/6a/Begonia_blossoms_maleandfemale.jpg https://upload.wikimedia.org/wikipedia/commons/2/24/Begonia_display.jpg https://upload.wikimedia.org/wikipedia/commons/6/60/Begonia_leaf.jpg https://upload.wikimedia.org/wikipedia/commons/f/fb/Begonia_obliqua00.jpg https://upload.wikimedia.org/wikipedia/commons/a/ab/Nautilus_leaf_begonia_Surreybrooke_farm_2012-07-1.jpg https://upload.wikimedia.org/wikipedia/commons/a/ad/Petals_0016.jpg https://upload.wikimedia.org/wikipedia/commons/5/51/Plum_Paisley_Begonias.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg https://upload.wikimedia.org/wikipedia/commons/d/dd/Yellow_begonia.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg
Berberis aquifolium,Mahonia aquifolium,https://en.wikipedia.org/wiki/Mahonia_aquifolium,https://upload.wikimedia.org/wikipedia/commons/5/52/Berberis_aquifolium_4207.JPG https://upload.wikimedia.org/wikipedia/commons/8/8e/Mahonia_aquifolium.jpg https://upload.wikimedia.org/wikipedia/commons/b/bf/Mahonia_aquifolium_NRM.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Berberis replicata,List of Berberis and Mahonia species,https://en.wikipedia.org/wiki/List_of_Berberis_and_Mahonia_species,https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg https://upload.wikimedia.org/wikipedia/en/archive/4/4a/20160405223351%21Commons-logo.svg
Bergenia ciliata,Bergenia ciliata,https://en.wikipedia.org/wiki/Bergenia_ciliata,https://upload.wikimedia.org/wikipedia/commons/2/27/Bergenia_ciliata_%28Haw.%29_Sternb._f._ligulata_%28Yeo%29_%28Saxifragaceae%29_plant.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/c/c3/Saxifraga_oppositifolia_upernavik_2006-06-22_2.jpg https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Bergenia cordifolia,Bergenia,https://en.wikipedia.org/wiki/Bergenia,https://upload.wikimedia.org/wikipedia/commons/7/7d/Bergenia_%27Bressingham_White%27.jpg https://upload.wikimedia.org/wikipedia/commons/4/48/Bergenia_cordifolia_%27Purpurea%27.jpg https://upload.wikimedia.org/wikipedia/commons/e/ea/Bergenia_cordifolia_%28Inflorescens%29.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Podlaskie_-_Suprasl_-_Kopna_Gora_-_Arboretum_-_Bergenia_cordifolia_-_flower.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Bergenia purpurascens,Bergenia,https://en.wikipedia.org/wiki/Bergenia,https://upload.wikimedia.org/wikipedia/commons/7/7d/Bergenia_%27Bressingham_White%27.jpg https://upload.wikimedia.org/wikipedia/commons/4/48/Bergenia_cordifolia_%27Purpurea%27.jpg https://upload.wikimedia.org/wikipedia/commons/e/ea/Bergenia_cordifolia_%28Inflorescens%29.jpg https://upload.wikimedia.org/wikipedia/commons/8/8a/Podlaskie_-_Suprasl_-_Kopna_Gora_-_Arboretum_-_Bergenia_cordifolia_-_flower.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Berlandiera texana,Berlandiera texana,https://en.wikipedia.org/wiki/Berlandiera_texana,https://upload.wikimedia.org/wikipedia/commons/e/ef/Berlandiera_texana.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/8/81/Sonnenblumenbluete.jpg https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
Bertolonia maculata,Bertolonia,https://en.wikipedia.org/wiki/Bertolonia,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/9/9c/Tibouchina_semidecandra.jpg
Betula dahurica,Betula dahurica,https://en.wikipedia.org/wiki/Betula_dahurica,https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/archive/7/74/20120404173704%21Red_Pencil_Icon.png
Betula utilis,Betula utilis,https://en.wikipedia.org/wiki/Betula_utilis,https://upload.wikimedia.org/wikipedia/commons/7/76/Betula-utilis-lenticells.JPG https://upload.wikimedia.org/wikipedia/commons/7/73/Betula_utilis02_by_Line1.jpg https://upload.wikimedia.org/wikipedia/commons/4/48/Betula_utilis_subsp._jacquemontii_Bark_Stamme.jpg https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/commons/d/de/Silver_Birch_%28Bhojpatra%29_I_IMG_3405.jpg https://upload.wikimedia.org/wikipedia/commons/b/b2/Kashmir_Sharada_MS.jpg
Bistorta amplexicaulis,Bistorta amplexicaulis,https://en.wikipedia.org/wiki/Bistorta_amplexicaulis,https://upload.wikimedia.org/wikipedia/commons/8/84/Muehlenbeckia_adpressa_-_Curtis.jpg https://upload.wikimedia.org/wikipedia/commons/8/83/Persicaria_amplexicaulis_%27Firetail%27_-_J._C._Raulston_Arboretum_-_DSC06210.JPG https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg
