Botanical Name,
Ipomoea quamoclit,
Ipomoea repanda,
Ipomoea rupicola,
Ipomoea sagittata,
Ipomoea setifera,
Ipomoea setosa,
Ipomoea shumardiana,
Ipomoea steudelii,
Ipomoea tenuiloba,
Ipomoea tenuissima,
Ipomoea ternifolia,
Ipomoea thurberi,
Ipomoea tiliacea,
Ipomoea tricolor,
Ipomoea triloba,
Ipomoea tuboides,
Ipomoea turbinata,
Ipomoea violacea,
Ipomoea wrightii,
Ipomopsis aggregata,
Ipomopsis arizonica,
Ipomopsis congesta,
Ipomopsis effusa,
Ipomopsis globularis,
Ipomopsis gunnisonii,
Ipomopsis havardii,
Ipomopsis laxiflora,
Ipomopsis longiflora,
Ipomopsis macombii,
Ipomopsis macrosiphon,
Ipomopsis minutiflora,
Ipomopsis multiflora,
Ipomopsis pinnata,
Ipomopsis polyantha,
Ipomopsis polycladon,
Ipomopsis pumila,
Ipomopsis ramosa,
Ipomopsis roseata,
Ipomopsis rubra,
Ipomopsis sancti-spiritus,
Ipomopsis spicata,
Ipomopsis tenuifolia,
Ipomopsis tenuituba,
Ipomopsis thurberi,
Ipomopsis wrightii,
Iresine angustifolia,
Iresine argentata,
Iresine diffusa,
Iresine flavescens,
Iresine herbstii,
Iresine heterophylla,
Iresine leptoclada,
Iresine lindenii,
Iresine palmeri,
Iresine rhizomatosa,
Iris aphylla,
Iris bismarckiana,
Iris bracteata,
Iris brevicaulis,
Iris chrysophylla,
Iris cristata,
Iris delavayi,
Iris douglasiana,
Iris ensata,
Iris fernaldii,
Iris flavescens,
Iris foetidissima,
Iris fulva,
Iris fulvala,
Iris germanica,
Iris giganticaerulea,
Iris hartwegii,
Iris hexagona,
Iris innominata,
Iris lacustris,
Iris laevigata,
Iris lutescens,
Iris macrosiphon,
Iris missouriensis,
Iris munzii,
Iris nelsonii,
Iris orientalis,
Iris pallida,
Iris prismatica,
Iris pseudacorus,
Iris pumila,
Iris purdyi,
Iris reticulata,
Iris robusta,
Iris sancti-cyrii,
Iris sanguinea,
Iris setosa,
Iris sibirica,
Iris spuria,
Iris tectorum,
Iris tenax,
Iris tenuis,
Iris tenuissima,
Iris thompsonii,
Iris tingitana,
Iris tridentata,
Iris variegata,
Iris verna,
Iris versicolor,
Iris vinicolor,
Iris virginica,
Iris xiphium,
Isachne angustifolia,
Isachne carolinensis,
Isachne confusa,
Isachne distichophylla,
Isachne globosa,
Isachne miliacea,
Isachne myosotis,
Isachne pallens,
Isachne polygonoides,
Isachne pulchella,
Isachne purpurascens,
Isatis tinctoria,
Ischaemum aureum,
Ischaemum byrone,
Ischaemum chordatum,
Ischaemum digitatum,
Ischaemum fasciculatum,
Ischaemum indicum,
Ischaemum longisetum,
Ischaemum muticum,
Ischaemum polystachyum,
Ischaemum rugosum,
Ischaemum timorense,
Ischaemum tumidum,
Iseilema macratherum,
Isocarpha oppositifolia,
Isochilus linearis,
Isocoma acradenia,
Isocoma arguta,
Isocoma azteca,
Isocoma coronopifolia,
Isocoma drummondii,
Isocoma humilis,
Isocoma menziesii,
Isocoma pluriflora,
Isocoma rusbyi,
Isocoma tenuisecta,
Isocoma veneta,
Isodendrion hosakae,
Isodendrion laurifolium,
Isodendrion longifolium,
Isodendrion pyrifolium,
Isoetes acadiensis,
Isoetes altonharvillii,
Isoetes appalachiana,
Isoetes bolanderi,
Isoetes boomii,
Isoetes brittonii,
Isoetes bruntonii,
Isoetes butleri,
Isoetes carltaylorii,
Isoetes dodgei,
Isoetes eatonii,
Isoetes echtuckeri,
Isoetes engelmannii,
Isoetes fairbrothersii,
Isoetes flaccida,
Isoetes foveolata,
Isoetes georgiana,
Isoetes harveyi,
Isoetes hawaiiensis,
Isoetes herb-wagneri,
Isoetes heterospora,
Isoetes hickeyi,
Isoetes howellii,
Isoetes hyemalis,
Isoetes jeffreyi,
Isoetes junciformis,
Isoetes lacustris,
Isoetes lithophila,
Isoetes louisianensis,
Isoetes macrospora,
Isoetes maritima,
Isoetes mattaponica,
Isoetes melanopoda,
Isoetes melanospora,
Isoetes microvela,
Isoetes minima,
Isoetes novae-angliae,
Isoetes nuttallii,
Isoetes occidentalis,
Isoetes orcuttii,
Isoetes piedmontana,
Isoetes prototypus,
Isoetes pseudotruncata,
Isoetes riparia,
Isoetes saccharata,
Isoetes tegetiformans,
Isoetes tenella,
Isoetes tennesseensis,
Isoetes texana,
Isoetes truncata,
Isoetes tuckermanii,
Isoetes valida,
Isoetes virginica,
Isolepis carinata,
Isolepis cernua,
Isolepis fluitans,
Isolepis hystrix,
Isolepis molesta,
Isolepis prolifera,
Isolepis setacea,
Isopogon buxifolius,
Isopogon cuneatus,
Isopogon dubius,
Isopogon formosus,
Isopogon teretifolius,
Isopterygiopsis alpicola,
Isopterygiopsis muelleriana,
Isopterygiopsis pulchella,
Isopterygium tenerum,
Isothecium alopecuroides,
Isothecium cristatum,
Isothecium myosuroides,
Isothecium obtusatulum,
Isotria medeoloides,
Isotria verticillata,
Itea virginica,
Iva angustifolia,
Iva annua,
Iva asperifolia,
Iva axillaris,
Iva cheiranthifolia,
Iva frutescens,
Iva hayesiana,
Iva imbricata,
Iva microcephala,
Iva texensis,
Ivesia aperta,
Ivesia argyrocoma,
Ivesia arizonica,
Ivesia baileyi,
Ivesia callida,
Ivesia campestris,
Ivesia cryptocaulis,
Ivesia gordonii,
Ivesia jaegeri,
Ivesia kingii,
Ivesia longibracteata,
Ivesia lycopodioides,
Ivesia muirii,
Ivesia multifoliolata,
Ivesia paniculata,
